Flow,O,D,Year
2,4,14,2006
202,9,37,2017
26,16,5,2007
160,4,20,2013
139,24,38,2014
237,14,4,2005
387,34,37,2015
642,43,23,2007
84,12,17,2013
77,43,45,2014
891,30,9,2017
52,7,13,2013
274,29,35,2007
27,28,14,2013
323,46,48,2011
129,40,21,2012
320,26,47,2005
65,15,38,2006
15,35,17,2013
5017,35,25,2014
1374,4,19,2006
142,2,6,2009
71,39,33,2007
195,11,6,2013
2540,2,32,2012
1750,18,2,2005
821,34,44,2010
46,25,26,2009
208,43,42,2006
155,42,26,2014
308,25,42,2010
15,18,29,2014
377,36,39,2008
6498,26,20,2014
162,17,34,2014
724,13,25,2008
114,21,29,2018
807,14,46,2012
167,22,41,2006
58,1,11,2012
1360,30,24,2008
1055,7,34,2006
103,26,25,2005
707,15,34,2018
1096,9,30,2014
337,40,36,2013
108,16,11,2013
223,48,25,2013
86,12,11,2018
591,34,47,2009
17,43,38,2018
860,41,15,2018
159,20,1,2010
143,12,31,2007
423,33,28,2005
286,1,12,2007
465,15,13,2008
237,36,40,2006
1087,8,15,2010
78,20,14,2012
169,15,43,2015
22,48,39,2007
172,16,13,2015
393,40,35,2007
584,33,12,2016
553,16,10,2007
1859,44,9,2006
226,20,42,2013
168,30,43,2015
828,30,19,2014
1025,2,42,2006
128,47,31,2005
82,28,44,2007
68,18,5,2014
259,27,3,2011
342,4,43,2007
34,48,38,2013
253,37,47,2016
314,34,36,2005
186,22,7,2015
68,1,27,2011
439,38,23,2017
255,16,32,2013
66,42,11,2018
61,47,36,2010
75,12,13,2017
342,40,20,2012
92,19,45,2014
379,37,17,2007
1606,35,42,2010
260,44,2,2008
369,21,32,2010
589,12,18,2014
505,33,41,2016
311,20,25,2010
483,15,4,2013
94,48,22,2018
311,41,6,2007
119,29,26,2010
24,8,5,2012
264,27,8,2015
61,15,33,2005
260,3,9,2014
733,31,14,2015
537,24,37,2013
598,10,8,2011
228,19,12,2008
299,47,21,2015
74,42,36,2006
682,14,18,2010
493,23,34,2015
152,43,30,2013
154,4,33,2009
248,48,44,2007
139,9,2,2018
2597,22,9,2005
219,34,8,2006
22,7,29,2005
465,43,4,2010
61,1,13,2013
587,25,32,2017
19,41,13,2011
98,10,11,2017
71,29,6,2012
18,15,40,2005
66,46,24,2015
3089,49,10,2008
293,48,26,2014
196,17,26,2006
84,4,40,2016
9,43,36,2005
197,16,47,2006
78,49,43,2017
165,19,7,2009
491,19,5,2018
196,7,26,2014
550,28,23,2012
1244,14,11,2008
469,46,43,2008
253,23,19,2010
242,28,17,2013
105,34,1,2008
209,20,43,2012
327,31,4,2009
439,21,30,2005
1318,13,3,2010
877,19,2,2010
41,14,4,2012
486,35,43,2014
202,45,27,2017
3188,26,15,2013
226,12,17,2006
886,21,11,2013
546,26,2,2017
568,7,43,2011
495,41,7,2009
101,17,35,2017
564,6,2,2015
619,21,19,2016
334,49,7,2013
66,15,38,2015
40,16,33,2007
40,13,39,2012
237,5,1,2007
1345,4,19,2015
79,25,24,2013
204,3,44,2015
3276,2,32,2007
3349,20,26,2005
343,43,42,2015
31,37,30,2017
2250,47,10,2009
123,37,22,2018
28,28,29,2010
10,36,30,2017
57,23,35,2005
350,17,34,2007
1159,38,15,2016
350,23,25,2008
275,35,22,2015
110,17,3,2018
213,16,47,2008
2131,39,10,2013
134,42,27,2010
1477,9,30,2007
479,1,32,2008
315,42,21,2016
515,37,7,2008
96,42,49,2016
323,13,48,2006
425,4,34,2010
81,17,27,2018
68,39,40,2009
420,34,47,2018
153,45,28,2011
133,12,31,2012
156,33,28,2010
206,1,12,2012
240,25,7,2013
134,41,12,2006
222,7,27,2010
147,15,43,2006
62,7,49,2009
2764,9,15,2011
602,40,35,2012
943,18,4,2005
562,34,7,2018
602,16,10,2014
741,25,18,2011
95,16,32,2005
602,3,34,2005
1130,2,42,2013
14517,35,4,2017
98,39,5,2011
3020,43,48,2009
60,5,30,2016
717,30,10,2017
614,15,18,2011
38,6,36,2009
439,40,12,2011
155,4,49,2017
125,34,30,2007
457,38,19,2011
58,5,38,2016
57,30,18,2017
124,19,17,2017
27,42,45,2009
340,42,21,2008
448,38,5,2016
3843,9,16,2013
549,46,21,2011
1260,18,4,2013
221,37,17,2014
285,6,31,2006
11558,27,16,2008
693,13,2,2009
111,25,3,2014
204,45,46,2006
372,1,20,2012
328,23,6,2016
175,38,43,2012
1130,24,12,2010
1006,43,15,2018
82,15,33,2012
35,32,29,2018
81,36,12,2010
1162,37,18,2006
232,44,48,2018
87,27,17,2016
245,12,43,2008
130,3,47,2008
25,22,17,2018
861,1,46,2018
262,26,13,2010
549,11,18,2014
911,32,23,2012
220,47,21,2006
35,20,14,2009
348,6,20,2008
7,8,46,2014
463,6,46,2011
1131,27,9,2016
498,48,44,2014
49,27,49,2018
332,27,47,2007
205,48,2,2009
64,14,35,2007
1603,31,15,2012
212,34,8,2009
1444,3,20,2007
265,43,4,2013
607,38,32,2006
94,10,11,2010
247,29,6,2005
8,1,39,2015
67,19,29,2009
381,32,46,2005
24,42,39,2007
6,41,49,2015
5691,46,15,2013
147,17,26,2015
640,35,32,2013
78,48,35,2017
754,13,12,2011
388,33,19,2009
475,34,11,2007
217,9,36,2009
358,45,36,2007
119,41,24,2010
55,27,38,2011
30,36,26,2012
53,16,24,2012
140,3,31,2011
151,21,5,2009
251,20,43,2005
99,12,49,2014
161,3,37,2010
324,45,6,2007
219,24,38,2006
279,11,24,2008
106,28,22,2015
114,47,3,2008
52,37,46,2010
18,6,30,2010
1369,23,16,2011
11,23,40,2010
115,17,43,2010
453,35,49,2012
28,48,49,2017
229,19,35,2006
111,11,38,2010
642,37,12,2015
41,42,44,2013
1185,43,10,2007
895,38,42,2012
74,10,5,2008
84,9,23,2018
365,1,41,2009
641,46,26,2008
241,5,1,2014
431,10,36,2017
306,13,1,2010
51,42,40,2009
39,49,5,2012
174,33,35,2008
1000,21,12,2012
620,29,32,2015
41,44,49,2009
311,31,2,2017
7,7,40,2010
164,13,37,2015
491,10,12,2017
38,22,36,2014
905,27,44,2013
1,48,1,2015
128,16,17,2013
1118,3,21,2009
25,20,33,2011
1853,11,21,2013
47,32,40,2011
138,7,3,2013
264,6,21,2009
143,8,47,2011
2290,48,45,2011
330,29,34,2012
109,35,33,2011
65,23,30,2009
180,18,43,2006
52,14,32,2008
53,47,22,2018
1058,34,13,2016
54,19,11,2015
15,2,24,2009
1470,3,46,2016
307,11,44,2012
132,42,26,2013
15,37,45,2017
609,28,12,2006
17,47,24,2016
473,46,12,2014
1716,18,15,2010
210,2,6,2013
157,16,32,2012
212,15,42,2009
184,1,26,2017
375,24,37,2014
298,33,15,2005
728,24,49,2008
3129,41,42,2015
381,37,47,2014
50,9,8,2010
407,39,31,2014
118,14,41,2006
3139,4,10,2012
5,3,30,2006
125,16,32,2010
372,41,43,2018
780,19,39,2018
23,2,45,2012
3444,39,10,2010
235,31,32,2007
17,11,27,2011
30,32,30,2013
205,15,19,2008
39,7,9,2007
129,6,31,2015
355,8,37,2013
55,18,30,2015
68,43,22,2016
116,25,3,2005
189,45,46,2015
568,15,4,2016
391,1,20,2005
822,27,47,2015
187,14,19,2016
115,19,44,2009
1374,10,2,2015
280,42,20,2011
2409,24,16,2017
93,43,46,2016
723,37,18,2015
229,27,17,2007
910,2,19,2016
615,19,32,2016
106,22,17,2011
326,22,41,2010
157,11,18,2007
750,32,23,2005
294,1,21,2015
189,45,8,2017
217,43,30,2008
44,36,3,2011
460,27,47,2014
1965,12,15,2016
1040,17,2,2008
1975,31,15,2007
361,34,8,2016
1401,3,20,2008
110,43,4,2006
1513,31,21,2014
149,40,31,2017
126,1,39,2006
622,7,2,2012
11,32,46,2012
19,20,13,2008
5039,46,15,2006
69,15,9,2010
96,6,41,2010
552,46,27,2013
246,19,7,2010
1049,2,25,2008
342,34,11,2008
76,17,22,2015
71,29,7,2010
289,2,12,2005
26,38,5,2012
269,19,34,2011
3859,29,33,2013
193,28,17,2008
137,14,28,2014
4,36,26,2007
178,5,26,2013
112,12,49,2007
356,32,34,2016
7,42,39,2015
150,44,37,2013
17,21,5,2013
11,3,49,2016
227,9,37,2010
149,1,31,2005
46,40,13,2007
416,41,25,2009
37,18,33,2009
412,14,46,2005
171,6,48,2012
73,4,11,2013
3297,36,25,2013
192,15,44,2016
313,2,8,2017
375,45,23,2018
412,12,48,2009
1086,43,10,2012
2,19,45,2007
572,1,41,2016
540,38,12,2010
26,18,14,2015
444,39,30,2006
96,28,11,2006
598,45,19,2005
2779,2,32,2017
394,36,34,2006
9,26,40,2012
1280,21,12,2005
775,13,22,2014
32,11,39,2009
116,33,5,2006
117,2,3,2014
95,44,45,2018
249,32,13,2018
333,1,42,2008
58,19,1,2006
4170,41,42,2014
1028,41,18,2013
67,29,43,2007
160,16,17,2006
219,5,20,2007
315,45,4,2009
447,20,23,2012
330,31,42,2006
156,48,32,2017
142,21,29,2013
218,33,6,2014
267,38,15,2006
489,43,23,2013
1005,15,3,2016
366,40,3,2013
101,9,1,2007
216,18,43,2015
291,39,12,2016
316,36,23,2007
1037,27,44,2010
312,20,32,2012
162,15,43,2016
264,32,47,2013
1059,43,16,2010
268,7,32,2017
773,18,4,2006
25,47,24,2009
160,15,8,2015
2164,40,2,2007
2352,5,37,2010
299,18,34,2018
599,26,34,2006
118,11,45,2011
574,33,15,2012
52,42,13,2014
37,37,9,2008
2702,4,10,2007
402,1,19,2006
15,23,39,2018
2140,13,34,2010
1509,25,19,2011
21,34,33,2014
511,22,24,2006
416,31,42,2010
241,31,32,2008
117,38,5,2015
1,34,5,2017
60,36,5,2017
10,1,30,2012
41,7,9,2014
122,6,31,2016
263,42,12,2018
86,31,1,2017
30,18,30,2006
26,7,39,2009
374,49,33,2012
2939,37,10,2016
1322,40,25,2011
176,12,37,2014
430,10,47,2017
65,43,27,2017
423,35,29,2015
768,41,2,2016
6,44,29,2005
185,26,43,2013
177,31,41,2017
26,32,29,2012
416,39,25,2005
484,29,44,2009
399,8,36,2010
624,15,6,2005
1108,33,34,2018
2,17,38,2013
539,23,42,2005
5507,34,16,2011
460,1,21,2006
617,12,28,2013
2154,8,16,2012
20,44,40,2018
227,10,43,2011
190,23,34,2018
1791,47,42,2015
1068,42,7,2008
465,9,2,2013
309,27,47,2017
953,34,22,2018
337,14,23,2013
735,8,19,2014
1587,3,20,2017
199,40,37,2013
527,31,21,2005
320,4,46,2008
60,25,5,2013
463,34,19,2017
171,23,26,2018
266,7,2,2005
249,2,47,2018
897,39,16,2005
726,4,5,2016
1198,32,4,2014
15,18,14,2005
2754,14,45,2016
139,40,3,2009
576,27,6,2008
74,18,40,2008
760,28,48,2016
391,40,39,2006
44,26,37,2014
106,31,18,2014
419,2,12,2012
13,38,5,2005
240,30,47,2014
75,2,38,2007
113,47,27,2010
225,9,19,2012
97,5,26,2006
22,48,17,2016
14,41,13,2014
83,3,36,2017
533,43,21,2018
227,34,32,2010
2035,22,27,2014
64,20,9,2016
419,34,26,2009
251,1,31,2012
591,10,37,2009
23,1,49,2011
147,19,35,2008
27,6,48,2007
4216,36,25,2006
2,28,39,2011
254,48,8,2009
163,47,3,2016
34,4,30,2011
212,49,27,2013
2425,24,15,2009
78,31,35,2011
742,49,19,2014
266,7,8,2011
119,42,49,2011
333,11,44,2009
8974,29,25,2007
253,9,48,2011
882,49,32,2013
4,18,24,2011
1103,11,14,2005
237,36,34,2009
59,8,9,2011
29,15,45,2006
585,13,22,2007
832,22,10,2011
172,2,3,2007
232,43,11,2015
251,40,28,2017
443,47,43,2005
1021,38,15,2011
207,29,43,2014
411,47,17,2008
811,25,4,2012
32,43,38,2015
79,5,20,2012
136,41,11,2018
227,26,17,2010
159,17,37,2014
1701,31,48,2016
119,25,40,2008
22,23,14,2016
284,1,3,2014
79,42,3,2018
649,29,34,2015
206,41,19,2018
1403,11,15,2017
88,36,23,2012
397,45,5,2010
115,48,30,2015
62,17,30,2005
74,31,19,2010
411,21,30,2012
56,21,38,2011
585,12,20,2005
99,33,23,2011
59,19,1,2010
91,7,22,2009
67,9,40,2011
1284,40,2,2014
331,49,42,2011
1184,37,15,2016
628,26,34,2013
516,32,7,2018
2003,16,15,2005
15,48,29,2005
104,2,13,2013
289,39,42,2011
660,11,3,2013
53,43,17,2005
574,8,28,2018
261,6,7,2009
159,47,33,2015
39,19,6,2005
18,9,41,2017
12,22,38,2006
41,14,8,2013
23,5,38,2011
105,35,47,2015
70,34,33,2007
150,8,6,2016
9184,33,8,2013
367,25,34,2006
239,42,12,2013
382,30,23,2006
1048,49,33,2007
1174,37,10,2009
983,45,7,2014
229,46,30,2010
196,13,35,2013
657,35,29,2006
122,4,31,2014
498,27,47,2008
386,25,28,2012
63,44,29,2014
57,20,38,2018
18,23,33,2008
142,43,46,2014
521,39,25,2012
898,33,25,2005
636,17,2,2010
202,7,36,2008
1382,7,28,2007
131,36,35,2008
2275,8,10,2012
16,17,38,2006
17,46,25,2018
528,3,12,2010
31,20,14,2018
600,22,48,2016
217,34,8,2018
185,30,28,2008
680,13,10,2005
10,20,45,2009
10,30,38,2011
11,6,9,2011
235,38,27,2007
346,15,26,2017
2519,27,12,2007
43,17,31,2011
572,34,19,2010
362,34,43,2009
161,25,47,2015
97,45,19,2006
848,10,42,2012
693,12,30,2012
100,24,41,2011
65,40,12,2005
35,49,43,2013
3776,37,4,2011
219,28,46,2006
47,13,45,2011
19,17,22,2010
424,4,21,2008
41,44,5,2014
469,34,42,2007
200,30,47,2007
55,2,46,2013
78,2,38,2014
193,32,3,2015
45,36,26,2017
377,40,18,2016
447,27,7,2011
50,12,49,2017
39,25,14,2010
1144,39,16,2014
34,7,5,2014
689,3,2,2008
3981,35,16,2008
168,8,43,2018
1947,30,22,2010
400,2,41,2006
334,47,32,2010
121,38,22,2014
373,9,20,2012
141,14,9,2012
693,44,9,2016
254,35,46,2010
286,33,45,2016
298,43,37,2018
31,34,29,2008
772,45,42,2005
122,25,33,2009
44,15,9,2008
1671,25,19,2015
3091,29,25,2014
241,9,48,2016
1580,1,10,2009
114,19,48,2007
215,15,37,2012
112,15,45,2013
102,48,23,2008
417,3,13,2006
2832,46,3,2018
2457,45,14,2009
172,3,19,2017
1147,24,14,2010
3324,33,38,2015
58,43,33,2013
204,7,48,2018
400,34,20,2017
281,30,33,2013
2362,24,7,2016
2,32,9,2009
1211,27,13,2009
550,15,34,2007
180,48,32,2015
39,9,6,2018
203,12,13,2008
3022,41,42,2013
2441,31,11,2013
80,47,22,2009
101,42,35,2006
668,5,21,2015
48,45,5,2005
27,17,30,2014
26,12,33,2018
1322,35,36,2012
756,24,2,2009
134,16,35,2014
335,12,20,2012
307,2,21,2010
166,7,22,2006
74,34,45,2018
319,46,47,2008
82,37,3,2008
282,47,31,2016
64,8,31,2014
1252,13,44,2014
875,41,2,2018
10677,27,16,2006
132,43,17,2012
1225,33,16,2010
500,33,40,2005
106,19,6,2010
559,7,23,2010
554,28,18,2012
414,19,8,2009
151,12,7,2013
2260,35,19,2011
283,25,34,2015
16,31,1,2007
131,30,23,2015
5171,29,33,2015
2640,20,28,2007
2480,9,27,2011
51,15,30,2011
198,43,27,2018
70,5,13,2015
93,4,31,2007
282,25,28,2005
927,26,10,2011
96,43,9,2008
133,26,43,2008
375,21,8,2015
105,26,45,2018
2084,33,25,2012
821,7,28,2016
2269,23,18,2017
3700,8,10,2007
12,40,24,2011
232,26,13,2012
61,38,3,2016
143,35,26,2007
373,27,32,2012
326,22,48,2011
109,17,7,2018
583,16,21,2012
41,39,48,2006
63,11,9,2014
117,23,8,2016
2320,32,10,2010
30,28,24,2006
1312,8,49,2012
306,40,7,2007
367,5,48,2014
402,34,43,2018
163,25,47,2006
69,17,49,2013
1256,31,10,2012
276,2,20,2014
165,39,49,2010
37,34,5,2018
908,39,15,2005
148,6,8,2008
176,28,46,2017
962,46,16,2015
373,15,20,2005
720,4,21,2017
99,25,22,2011
173,16,36,2013
497,34,42,2014
561,26,4,2005
638,10,28,2018
2042,35,8,2017
881,34,4,2009
74,44,37,2015
396,24,41,2013
135,42,44,2005
99,38,36,2014
206,30,14,2017
1378,29,2,2013
40,28,45,2007
251,46,19,2005
74,44,11,2015
244,25,23,2005
1257,16,34,2009
1602,16,27,2006
361,2,41,2015
490,39,6,2013
13,19,9,2009
79,25,43,2005
3357,32,18,2010
350,6,19,2014
1073,8,36,2006
3,14,27,2018
418,4,36,2008
1005,46,6,2015
174,45,42,2014
197,25,33,2016
835,36,37,2016
856,18,25,2005
89,12,45,2006
1000,1,10,2018
806,20,18,2015
187,46,24,2014
239,32,17,2018
297,20,32,2013
2207,22,15,2015
26,37,30,2014
144,2,3,2017
1496,27,21,2016
1155,26,11,2014
1577,24,10,2015
282,16,20,2012
1532,22,21,2018
476,21,23,2012
239,16,42,2011
220,11,22,2006
103,31,9,2011
179,44,23,2007
513,21,30,2018
624,29,12,2007
1222,43,16,2009
566,15,34,2012
23,27,35,2015
59,48,6,2009
522,28,25,2014
33,3,24,2015
425,24,29,2009
230,33,39,2008
91,10,31,2014
56,32,26,2018
63,19,33,2009
88,42,35,2015
1215,9,34,2007
3797,18,10,2015
105,6,45,2005
652,12,28,2017
794,45,31,2007
8,48,39,2017
95,13,8,2011
586,34,7,2015
143,15,8,2018
48,37,33,2007
81,8,31,2007
505,27,28,2016
128,5,6,2012
943,10,4,2016
160,18,5,2016
29835,35,37,2011
166,15,48,2018
306,3,41,2010
641,12,27,2013
306,4,49,2006
53,44,33,2012
233,24,42,2014
567,7,23,2005
659,28,18,2007
17,39,29,2014
661,37,42,2010
2827,24,15,2014
137,36,5,2012
1904,35,19,2018
288,48,12,2011
79,31,1,2014
636,30,23,2016
2531,20,28,2014
791,12,10,2005
43,33,41,2006
228,10,1,2008
898,26,18,2015
104,3,1,2018
731,7,4,2009
76,5,13,2006
702,10,32,2017
450,5,23,2013
120,23,37,2014
2887,14,45,2014
519,45,20,2015
114,2,31,2013
789,31,14,2017
888,43,15,2005
323,11,7,2017
548,10,8,2017
992,1,46,2007
30,38,3,2009
294,27,32,2005
257,25,29,2006
177,36,20,2013
679,16,21,2005
285,5,16,2006
133,43,30,2018
2128,47,42,2018
154,12,3,2013
262,11,9,2005
167,33,26,2013
34,28,24,2013
1480,27,12,2017
64,40,7,2012
189,46,32,2009
440,23,26,2009
200,22,2,2017
619,47,18,2018
1221,31,10,2005
36,4,13,2010
4854,36,19,2006
382,15,7,2006
14,22,40,2005
24,2,14,2012
92,20,44,2013
31,32,35,2012
197,39,15,2012
245,19,7,2016
309,37,23,2013
123,18,11,2010
139,44,49,2017
245,13,7,2008
396,26,4,2012
2542,35,8,2010
729,26,46,2007
148,29,40,2017
364,21,2,2010
162,30,14,2008
1484,29,2,2006
62,2,9,2007
8060,9,12,2010
503,39,16,2009
185,46,19,2014
566,41,32,2007
320,25,23,2012
14,17,9,2007
1407,16,27,2015
120,19,43,2018
373,22,28,2007
34,17,44,2016
83,19,9,2016
3525,11,31,2011
2720,32,18,2005
1806,1,18,2011
449,33,12,2007
411,6,19,2007
61,15,5,2011
244,35,20,2017
92,28,6,2011
311,49,37,2013
193,36,6,2015
357,3,43,2016
2,18,14,2009
1680,25,19,2012
338,20,22,2017
182,16,26,2005
145,34,31,2013
907,42,16,2011
435,32,17,2011
277,32,41,2010
383,39,21,2006
35,37,30,2007
111,46,2,2011
1545,26,11,2007
459,18,21,2008
213,36,47,2010
1370,22,21,2011
272,13,17,2014
117,44,38,2015
183,19,49,2015
262,9,11,2016
356,29,12,2012
2539,13,16,2017
72,41,45,2014
166,9,6,2012
37,8,22,2010
973,38,15,2012
455,17,6,2008
1271,49,16,2008
63,33,39,2007
144,44,18,2014
101,16,41,2010
806,10,17,2016
23,20,9,2008
139,11,4,2011
325,38,41,2008
460,41,12,2016
881,15,21,2010
82,6,45,2010
64,41,22,2005
1541,24,2,2010
2203,4,15,2018
49,40,43,2017
177,36,28,2005
326,24,28,2014
11,31,30,2009
15,33,48,2011
117,1,36,2006
1525,45,34,2015
16,19,30,2008
45,10,24,2009
247,44,20,2013
280,45,24,2009
51,18,31,2006
69,32,38,2016
75,35,11,2013
275,4,49,2015
224,38,3,2010
418,22,31,2013
212,11,32,2013
110,1,19,2013
14,7,45,2007
8,41,29,2009
95,47,44,2008
40,38,5,2009
58,32,30,2016
76,47,5,2014
233,30,47,2018
121,17,8,2010
53,49,26,2006
6,3,38,2011
5788,29,33,2008
30,8,3,2016
716,12,10,2012
169,34,41,2016
487,20,7,2010
102,37,43,2013
1133,28,7,2014
1554,17,23,2006
964,49,36,2012
2716,14,45,2007
1462,23,4,2015
65,8,13,2018
246,23,3,2008
1088,40,38,2016
424,48,11,2010
732,43,15,2012
294,31,44,2008
1820,31,20,2007
1356,1,46,2008
783,23,42,2015
169,19,20,2014
347,29,47,2014
2239,10,18,2011
57,8,41,2014
184,14,26,2012
224,5,16,2015
261,22,42,2008
68,39,48,2016
63,39,22,2018
8869,24,21,2017
50,9,35,2008
8,44,14,2018
27,9,5,2015
3177,41,23,2011
277,49,23,2015
4688,36,19,2015
232,5,17,2005
411,44,19,2011
37,49,20,2008
1233,28,31,2018
85,32,35,2005
1183,20,10,2011
383,6,34,2009
182,23,36,2013
152,40,6,2015
138,28,13,2008
53,46,49,2017
72,14,39,2009
318,26,38,2013
514,26,46,2014
17,11,33,2011
183,2,49,2013
83,2,9,2012
117,42,9,2006
172,32,34,2015
438,41,32,2012
1740,25,16,2014
66,32,43,2015
135,4,1,2013
343,27,26,2008
53,37,46,2016
34,17,9,2014
208,22,28,2014
24,26,33,2006
4216,11,31,2018
117,36,1,2017
233,33,12,2012
109,6,19,2016
96,42,8,2018
921,38,49,2012
706,8,36,2011
135,16,49,2009
1234,46,6,2012
20,28,38,2005
221,29,43,2016
3498,49,25,2009
3841,18,10,2016
142,16,26,2012
693,14,7,2011
514,44,25,2013
159,6,43,2016
456,10,37,2005
298,11,28,2010
464,15,28,2009
596,39,21,2013
439,25,42,2006
1753,6,18,2008
1315,8,40,2010
363,15,2,2013
12,8,14,2013
3495,33,38,2018
338,26,32,2013
139,31,9,2008
380,22,41,2018
86,43,14,2013
190,19,49,2006
148,11,47,2018
26,1,45,2011
37,13,8,2018
165,19,23,2009
43,27,35,2017
189,33,30,2018
82,14,27,2005
195,6,26,2010
302,18,20,2011
80,3,24,2017
35,36,46,2009
2020,28,20,2016
17,25,9,2005
537,13,18,2015
120,23,22,2018
35,44,40,2012
82,23,43,2005
146,4,1,2016
942,47,16,2018
668,1,4,2014
175,3,32,2017
578,28,12,2016
174,40,43,2014
267,36,28,2012
768,28,42,2007
190,48,27,2018
138,24,28,2005
365,16,2,2012
103,31,30,2006
692,21,25,2012
4,25,24,2009
40,17,5,2013
506,32,7,2014
674,48,21,2016
153,15,48,2012
142,18,31,2015
1896,30,15,2016
867,8,4,2007
306,24,42,2016
190,11,32,2006
1050,35,20,2007
1086,33,49,2008
585,21,44,2009
699,19,39,2008
271,10,27,2008
43,31,35,2015
38,19,13,2011
159,27,1,2016
240,5,7,2010
106,13,36,2008
296,5,33,2013
121,49,26,2015
592,35,48,2011
40,13,28,2005
815,25,37,2006
1749,29,21,2015
796,28,7,2007
1311,49,36,2005
22,47,45,2007
1646,28,43,2009
60,9,49,2012
524,40,33,2008
1535,20,46,2018
277,21,41,2015
1444,12,9,2013
1851,31,20,2016
595,11,7,2018
131,43,37,2014
158,42,49,2015
98,7,5,2013
205,17,3,2014
67,8,41,2007
47,5,40,2005
54,11,45,2009
323,40,29,2012
419,18,6,2005
2490,39,4,2012
84,35,1,2014
59,2,30,2009
19,41,40,2018
175,9,48,2007
148,29,40,2014
162,49,23,2006
87,19,3,2005
68,5,17,2012
110,45,35,2016
669,44,22,2014
70,22,45,2008
3879,17,18,2013
80,32,35,2018
5348,12,16,2013
250,37,23,2010
735,23,7,2015
144,49,46,2011
114,40,44,2013
469,4,12,2012
111,23,9,2017
120,32,27,2018
208,16,3,2013
89,48,17,2013
974,29,2,2016
285,27,18,2011
590,8,34,2016
193,11,7,2005
389,32,34,2006
457,43,21,2013
63,32,24,2013
283,10,48,2007
2251,19,10,2013
499,9,45,2017
352,14,12,2005
37,5,34,2011
142,49,47,2005
90,39,40,2006
1010,40,19,2006
16,17,35,2012
975,31,43,2018
210,2,8,2015
167,42,8,2005
50,19,38,2009
960,30,27,2014
199,32,49,2012
181,9,31,2012
235,46,34,2010
741,40,37,2010
21,22,38,2013
211,4,27,2006
159,20,22,2018
1015,36,37,2006
741,45,11,2008
1310,25,2,2018
553,21,20,2014
116,10,33,2014
803,26,11,2017
482,7,32,2008
438,40,28,2012
324,21,23,2017
185,46,37,2005
68,40,34,2011
143,35,30,2006
11,21,40,2010
1037,22,44,2010
92,1,45,2018
1401,15,16,2016
101,30,42,2011
468,43,27,2011
230,31,32,2010
861,38,15,2015
40,6,13,2011
1082,15,3,2014
146,42,43,2015
1651,28,20,2007
170,48,37,2009
85,23,22,2011
359,38,41,2015
298,1,4,2007
637,42,2,2015
353,46,25,2015
1823,4,15,2017
8,40,43,2007
704,28,42,2014
212,18,7,2008
677,22,42,2017
265,13,41,2011
536,4,41,2009
760,21,25,2007
70,16,24,2014
37,34,38,2015
474,44,47,2013
1480,11,26,2016
192,32,7,2007
688,13,44,2018
138,29,30,2012
74,42,13,2016
152,7,46,2010
918,39,8,2018
712,8,4,2014
40,40,18,2010
447,28,41,2006
1167,49,2,2008
236,48,18,2014
563,3,6,2008
155,35,20,2008
1751,28,10,2012
183,25,27,2006
2655,21,34,2012
890,2,37,2014
200,42,27,2017
2382,39,2,2012
4257,38,10,2006
767,7,18,2014
2036,28,16,2015
196,15,27,2014
37,18,30,2016
451,27,19,2017
72,8,3,2006
3353,48,43,2011
1327,36,2,2005
396,34,25,2008
138,22,8,2013
261,12,41,2005
789,29,21,2006
33,1,14,2009
269,21,47,2010
22,47,45,2014
599,42,28,2009
681,48,14,2018
119,5,8,2013
212,37,26,2013
596,26,23,2013
681,3,23,2017
379,21,41,2006
131,4,39,2011
386,21,19,2013
374,26,13,2006
3819,34,16,2017
98,25,38,2007
112,7,35,2011
144,32,13,2009
3103,1,15,2007
930,41,15,2009
85,40,29,2005
3340,29,8,2006
122,1,44,2017
193,27,1,2009
204,18,49,2011
23,36,11,2013
234,35,1,2005
208,27,39,2012
1653,12,34,2009
788,26,48,2016
706,3,28,2014
35,17,35,2018
76,43,26,2014
1222,30,16,2016
255,2,47,2008
1086,47,18,2009
1008,46,10,2017
721,38,28,2008
541,28,21,2010
79,22,45,2017
3107,17,18,2006
145,26,6,2012
247,2,17,2010
448,41,5,2013
120,42,3,2010
314,49,44,2016
997,37,15,2008
1197,10,4,2007
125,47,27,2016
2321,22,27,2013
253,1,25,2017
843,4,42,2010
62,48,17,2006
56,14,6,2006
256,9,26,2018
302,26,1,2007
130,21,35,2012
272,12,23,2012
82,33,20,2010
1078,21,13,2011
35,44,11,2009
141,9,45,2008
481,7,41,2009
228,49,47,2012
191,41,1,2007
848,40,19,2015
2824,46,20,2007
133,15,36,2009
495,35,23,2011
40,25,26,2011
1002,38,49,2018
726,8,36,2008
262,2,34,2013
102,32,49,2005
30,20,24,2015
7,43,40,2009
534,9,21,2010
256,15,26,2011
191,47,8,2015
252,26,12,2009
821,36,37,2015
399,26,22,2011
145,17,44,2013
257,23,36,2014
126,23,31,2006
341,18,3,2008
1544,14,16,2016
78,2,27,2012
24,30,38,2016
67,43,3,2018
9,42,29,2008
106,28,35,2009
499,21,32,2015
312,49,48,2006
1355,37,25,2014
27,31,9,2013
111,4,26,2005
1166,4,32,2008
1170,43,16,2015
927,45,30,2005
275,29,4,2011
18,12,29,2010
86,33,30,2012
201,26,45,2005
19,41,14,2008
522,7,25,2008
1879,28,20,2014
